"
                            <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                        <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                        from PayPal Credit®;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                        Use PayPal’s free banner ads that let you advertise PayPal Credit®; financing as a payment option when your customers check out with PayPal.
                        The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                        or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                        ","
                            <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">ファイナンシングをなぜ宣伝するのか？</a><br/>
                        <strong>ファイナンシングをを広告する時は売上を向上させましょう。</strong><br/>PayPalはPayPalクレジット®;からのファイナンシングによって潜在的顧客を購買者に変えることができます。
                        . 追加料金なしで、あなたが直で支払を受ける一方あなたの顧客は支払のタイミングを遅らせることが出来ます。
                        PayPalの無料バナー広告を使用してPayPalクレジット®;を宣伝できます。あなたの顧客がPayPalで支払うとき支払としてのファイナンシング
                        PayPal広告プログラムは更なる購入をさせるためと顧客の購入量を15%かそれ以上に増やします。
                        <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">詳細をご覧ください。</a>.
                        "
"
                            Allowable values: ""paypal"", ""primary"" (default), your_custom_value (a custom payment page style from your merchant account profile).
                        ","
                            許可される値: ""paypal"", ""primary"" (デフォルト), your_custom_value (あなたのマーチャントアカウントプロフィールのカスタムペイメントページスタイル).
                        "
"
                            See PayPal Feature Support details and list of supported regions
                    <a href=""https://developer.paypal.com/docs/classic/express-checkout/in-context/"" target=""_blank"">here</a>.
                        ","
                            PayPal機能のサポートの詳細とサポートされている地域の一覧をご覧ください：
                    <a href=""https://developer.paypal.com/docs/classic/express-checkout/in-context/"" target=""_blank"">一覧</a>.
                        "
"
                            Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.
                        ","
                            アメリカンエクスプレスカードをサポートするには追加の合意が必須です。 ここで <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>ご確認ください。
                        "
"
                            The background color for the checkout page around the header and payment form.
                        ","
                            チェックアウトページのヘッダーと支払いフォームの周りのバックグラウンドカラー
                        "
"
                            The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.
                        ","
                            チェックアウトページのヘッダーのバックグラウンドカラー。大文字小文字無関係の6文字HTML16進数ASCIIカラーコード。
                        "
"
                            The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.
                        ","
                            画像はチェックアウトページの左上です。最大サイズは750x90ピクセル。 <strong style=""color:red"">https</strong>を強く推奨します。
                        "
"
                            Will appear as a payment option only for customers who have at least one active billing agreement.
                        ","
                            少なくとも1つの有効な支払い契約をお持ちの顧客にのみ支払いオプションは表示されます。
                        "
"
                        <a href=""http://www.magentocommerce.com/paypal"">Start accepting payments via PayPal!</a>
                    ","
                        <a href=""http://www.magentocommerce.com/paypal"">PayPalを通しての支払いの受付開始</a>
                    "
"
                        <strong style=""color:red"">Warning!</strong> By default this feature restricts all categories.
                    ","

<strong style = "" color：red "">警告！</strong>デフォルトでは、この機能はすべてのカテゴリを制限します。
                    "
"
                        <strong style=""color:red"">Warning!</strong> When using Store Code in URLs, in some cases system may not work properly if URLs without Store Codes are specified in the third party services (e.g. PayPal etc.).
                    ","
                        <strong style=""color:red"">警告！</strong>ストアコードをURLに使う場合にサードパーティサービス（PayPal等）にてストアコードのないURLが指定された場合、システムが正常に作動しないことがあります。
"Auto-redirect to Base URL","Base URLに自動リダイレクトする"
"
                        Base currency is used for all online payment transactions. The base currency scope is defined by the catalog price scope (""Catalog"" > ""Price"" > ""Catalog Price Scope"").
                    ","
                        ベース通貨はすべてのオンライントランザクションで使用されます。ベース通貨スコープはカタログ価格スコープにて定義されています(""Catalog"" > ""Price"" > ""Catalog Price Scope"")。
                    "
"
                        Defines the default product price
                    ","

デフォルトの製品価格を定義します。
                    "
"
                        If you select and save the rule you will be able to generate multiple coupon codes.
                    ","
                        ルールを選択して保存すると、複数のクーポンコードを生成することができます
                    "
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","ロゴはHTMLドキュメントのみです。 もし空の場合はデフォルトが使われます<br />(jpeg, gif, png)"
"
                        Merchants need to apply to PayPal for enabling billing agreements feature. Do not enable this option until PayPal confirms that billing agreements are enabled for your merchant account.
                    ","
                        マーチャントは支払い契約機能を有効化するためにPayPalに申し込みする必要があります。PayPalがあなたのマーチャントアカウントの支払い契約が有効化されたことを確認するまでこのオプションを有効化しないでください。
                    "
"
                        Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.<br />Similar looking characters (e.g. ""i"", ""l"", ""1"") decrease chance of correct recognition by customer.
                    ","
                         文字(a-z あるいは A-Z) あるいは数字 (0-9) のみこのフィールドでは使用してください。 スペースや他の文字種は使用できません。<br />同じような見た目の文字 (例. ""i"", ""l"", ""1"")の使用は顧客に正しく認識してもらえない可能性があります
                    "
"
                        Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.
                    ","
                        セミコロン (;) は値を区切った。<br/>空の最初のオプションのためにセミコロンを先頭にいれてください。<br/>オープンテキストのために空白にしてください。
                    "
"
                        This email will be sent instead of the Default Welcome Email, after account confirmation. <br /><br />
                        Email template chosen based on theme fallback when ""Default"" option is selected.
                    ","
                        アカウントが確認された後にこのEメールがデフォルトのようこそメールの代わりに送られます。 <br /><br />
                        ""Default""オプションが選ばれた時、テーマ代替に基づくEメールテンプレートが選ばれます。
                    "
"
                        This email will be sent instead of the Default Welcome Email, if a customer was created without password. <br /><br />
                        Email template chosen based on theme fallback when ""Default"" option is selected.
                    ","
                        もし顧客がパスワードなしで作成されると、このEメールはデフォルトようこそメールが代わりに送られます。 <br /><br />
                        ""Default""オプションが選ばれた時、テーマ代替に基づくEメールテンプレートが選ばれます。
                    "
"
                        Usage limit enforced for logged in customers only.
                    ","
                        使用可能数はログインしている顧客にのみ適用されます。
                    "
"Your default logo will be used in PDF and HTML documents.<br />(jpeg, tiff, png) If your pdf image is distorted, try to use larger file-size image.","あなたのデフォルトロゴがPDFとHTMLドキュメントに使われます<br />(jpeg, tiff, png) もしPDF文書の画像が見づらいものであれば大きいファイルサイズの画像を使って下さい"
"
                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                            from PayPal Credit®;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                            Use PayPal’s free banner ads that let you advertise PayPal Credit®; financing as a payment option when your customers check out with PayPal.
                                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                            or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">ファイナンシングをなぜ宣伝するのか？</a><br/>
                                            <strong>ファイナンシングを宣伝すると、御社の取引が加速します。</strong><br/>PayPalはPayPalクレジット®;からのファイナンシングによって潜在的顧客を購買者に変えることができます。追加料金なしで、御社の顧客は支払のタイミングを遅らせることが出来ます。
                                            PayPalの無料バナー広告を使用すると、
お客様がPayPalでチェックアウトする際に、支払いオプションとしてPayPal Credit®;ファイナンシングを宣伝することができます。
                                            PayPal広告プログラムによって顧客の追加購入が促され、顧客の購入量を15％以上増加させることが示されています。
                                            <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">詳細をご覧ください</a>。
                "
"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                from PayPal Credit®;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                Use PayPal’s free banner ads that let you advertise PayPal Credit®; financing as a payment option when your customers check out with PayPal.
                                The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">ファイナンシングをなぜ宣伝するのか？</a><br/>
                                            <strong>ファイナンシングを宣伝すると、御社の取引が加速します。</strong><br/>PayPalはPayPalクレジット®;からのファイナンシングによって潜在的顧客を購買者に変えることができます。追加料金なしで、御社の顧客は支払のタイミングを遅らせることが出来ます。
                                            PayPalの無料バナー広告を使用すると、
お客様がPayPalでチェックアウトする際に、支払いオプションとしてPayPal Credit®;ファイナンシングを宣伝することができます。
                                            PayPal広告プログラムによって顧客の追加購入が促され、顧客の購入量を15％以上増加させることが示されています。
                                            <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">詳細をご覧ください</a>。
                "
"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                            from PayPal Credit®;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                            Use PayPal’s free banner ads that let you advertise PayPal Credit®; financing as a payment option when your customers check out with PayPal.
                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                            or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">ファイナンシングをなぜ宣伝するのか？</a><br/>
                                            <strong>ファイナンシングを宣伝すると、御社の取引が加速します。</strong><br/>PayPalはPayPalクレジット®;からのファイナンシングによって潜在的顧客を購買者に変えることができます。加料金なしで、御社の顧客は支払のタイミングを遅らせることが出来ます。
                                            PayPalの無料バナー広告を使用すると、
お客様がPayPalでチェックアウトする際に、支払いオプションとしてPayPal Credit®;ファイナンシングを宣伝することができます。
                                            PayPal広告プログラムによって顧客の追加購入が促され、顧客の購入量を15％以上増加させることが示されています。
                                            <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">詳細をご覧ください</a>。
                "
"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                        <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                        from PayPal Credit®;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                        Use PayPal’s free banner ads that let you advertise PayPal Credit®; financing as a payment option when your customers check out with PayPal.
                        The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                        or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">ファイナンシングをなぜ宣伝するのか？</a><br/>
                                            <strong>ファイナンシングを宣伝すると、御社の取引が加速します。</strong><br/>PayPalはPayPalクレジット®;からのファイナンシングによって潜在的顧客を購買者に変えることができます。加料金なしで、御社の顧客は支払のタイミングを遅らせることが出来ます。
                                            PayPalの無料バナー広告を使用すると、
お客様がPayPalでチェックアウトする際に、支払いオプションとしてPayPal Credit®;ファイナンシングを宣伝することができます。
                                            PayPal広告プログラムによって顧客の追加購入が促され、顧客の購入量を15％以上増加させることが示されています。
                                            <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">詳細をご覧ください</a>。
                "
"Please note that these settings apply to individual items in the cart, not to the entire cart.","これらの設定はカート内の個別の商品に適用されてカート全体に適用されないことをご注意ください。"
"
                    See PayPal Feature Support details and list of supported regions
                    <a href=""https://developer.paypal.com/docs/classic/express-checkout/in-context/"" target=""_blank"">here</a>.
                ","
                    PayPal機能のサポートの詳細とサポートされている地域の一覧をご覧ください：
                    <a href=""https://developer.paypal.com/docs/classic/express-checkout/in-context/"" target=""_blank"">一覧</a>。
                "
"
                    Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.
                ","
                    アメリカンエクスプレスカードをサポートするには追加の合意が必須です。 ここで <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>ご確認ください。
                "
" "," "
"    All Store Views","    全てのストアビュー"
" (free "," (無料 "
" (no data)"," (データがありません)"
" Copy","コピー"
" Example: "," 正しい郵便番号の例: "
" Transaction ID: ""%1""","トランザクションID: ""%1"""
" [deleted]"," [削除済]"
" for more information or "," いただくか、もしくは右のアドレスに "
" if you are not redirected automatically.","自動的にリダイレクトされない場合。"
" is not available. You still can process offline actions."," はできません。オフラインでの作業は処理することができます。"
" is required."," は必須です。"
" item"," 商品"
" items"," 商品"
" of "," の "
" to learn more."," 詳細は。"
" to redeem it."," それを償還するために。"
" total)."," 合計)."
" unread)"," 未読)"
Actions,アクション
Message,メッセージ
"Use HTTPS to Get Feed","フィードの取得にHTTPSを使用する"
"""%1"" cannot contain more than %2 lines.","""%1"" は %2 ライン以上を含むことができません"
"""%1"" contains non-alphabetic characters.","""%1""はアルファベットでないキャラクターを含んでいます"
"""%1"" contains non-alphabetic or non-numeric characters.","""%1""はアルファベットでも数字でもない字を含んでいます"
"""%1"" contains non-numeric characters.","""%1""は数字でないキャラクターを含んでいます"
"""%1"" coupon code is not valid.","""%1""クーポンコードは有効ではありません"
"""%1"" coupon code was not applied. Do not apply discount is selected for item(s)","""%1""クーポンコードが適用されませんでした。選択された商品にディスカウントを適用しないでください。 "
"""%1"" does not fit the entered date format.","""%1""は入力された日付のフォーマットに合致しません"
"""%1"" exceeds the allowed file size.","""%1""は与えられたファイルのサイズを超えています"
"""%1"" height exceeds allowed value of %2 px.","""%1""高さは与えられた値を%2 px超えています"
"""%1"" invalid type entered.","""%1""不正なタイプが入力された"
"""%1"" is a required value.","""%1""は必要な値です。"
"""%1"" is already present in %2.","""%1""は既に%2にあります。"
"""%1"" is an empty string.","""%1""は空の文字列"
"""%1"" is longer than allowed.","""%1""は許可されているよりも長いです"
"""%1"" is not a valid URL.","""%1""は有効なURLではありません"
"""%1"" is not a valid date.","""%1""は有効な日付ではありません"
"""%1"" is not a valid email address.","%1""""は正しいメールアドレスではありません"
"""%1"" is not a valid file extension.","""%1""は有効なファイル拡張子ではありません"
"""%1"" is not a valid file.","""%1""は有効なファイルではありません"
"""%1"" is not a valid hostname.","""%1"" は有効なホストネームではない"
"""%1"" is not a valid image format","""%1"" は無効な画像フォーマットです"
"""%1"" is not a valid image format.","""%1""は有効なイメージのフォーマットではありません"
"""%1"" length must be equal or greater than %2 characters.","""%1""の長さは%2 文字数と同じかそれ以上でなければなりません"
"""%1"" length must be equal or less than %2 characters.","""%1""の長さは%2文字数と同じかそれ以下でなければなりません"
"""%1"" section source is not supported","""%1""セクションソースがサポートされていません"
"""%1"" uses too many characters.","""%1"" は文字数が多すぎです"
"""%1"" was copied to %2.","""%1""は%2にコピーされました。"
"""%1"" was moved to %2.","""%1""を%2に移動しました。"
"""%1"" width exceeds allowed value of %2 px.","""%1""幅は与えられた値を%2 px超えています"
"""Cap Reward Points Balance"" should be either a positive number or left empty.","""キャップポイント残高"" は正の数または空のままにする必要があります。"
"""Creditmemo Document Validation Error(s):\n"" .","""クレジットメモのドキュメント検証エラー:\n""。"
"""Email"" is not a valid email address.","""Eメール""は有効なeメールアドレスではありません。"
"""Invoice Document Validation Error(s):\n"" .","""請求書伝票の検証エラー:\n"" 。"
"""Minimum Reward Points Balance"" should be either a positive number or left empty.","""最低ポイント残高""は正数または空白のいずれかでなければなりません。"
"""Minimum Reward Points Balance"" should be less or equal to ""Cap Reward Points Balance"".","""ポイント最小残高"" は ""ポイント上限残高"" 以下でなければなりません。"
"""Need a New Relic account? <a href=""http://www.newrelic.com/magento"" target=""_blank"">Click here to get one","""New Relicアカウントが必要ですか？ <a href=""http://www.newrelic.com/magento"" target=""_blank"">ここをクリックしてください"
"""Per Order"" allows a single handling fee for the entire order. ""Per Package"" allows an individual handling fee for each package.","""注文ごと"" 全体の注文での単一手数料を許可します。 ""パッケージごと"" は各パッケージに対して個別の手数料を許可します"
"""Remember Me"" Default Value","""ログイン状態を維持する"" の初期値"
"""Shipment Document Validation Error(s):\n"" .","""出荷文書検証エラー:\n"" ."
"""Static"" defines the expiration date as precisely when the balance increases. ""Dynamic"" does not have an expiration date, but calculates one when the balance is checked for expiry.","""Static ""は、残高が増加したときの有効期限を正確に定義します。""Dynamic ""には有効期限はありませんが、残高の有効期限がチェックされているときに計算されます。"
"""file"" parameter must be specified","""ファイル"" パラメーターは指定されていなければなりません"
"""file"" parameter must be specified and must not be empty","""ファイル"" パラメーターは指定されていなければならないし空であってもならない。"
#,#
"# of Items (and above)","件の商品 (とそれ以上)"
"# of Items vs. Destination","商品点数と配送先"
"${ $.visible } out of ${ $.total } visible","${ $.total } 個のうち${ $.visible } 個が可視"
%1,%1
"%1 %2","%1 %2"
"%1 %2 %3 %4 while %5 of these Conditions match:","%1 %2 %3 %4 これらの条件のうち %5 が一致する:"
"%1 & applied","%1 & 適用済み"
"%1 (Default)","%1 (デフォルト)"
"%1 - %2","%1 - %2"
"%1 - Discounts and Coupons","%1 - ディスカウントとクーポン"
"%1 - Special Products","%1 - 特別商品"
"%1 / %2 rate:","%1 / %2 レート:"
"%1 <span>x</span> %2 <span>px.</span>","%1 <span>x</span> %2 <span>px.</span>"
"%1 = %2","%1 = %2"
"%1 An empty value is allowed as well.","%1 空の値も使うことが出来ます。"
"%1 Cart Price Rules based on ""%2"" attribute have been disabled.","%1 ""%2""属性に基づくカート価格ルールは無効化されました。"
"%1 Item","%1 注文"
"%1 Item(s)","%1 アイテム"
"%1 Items","%1 注文"
"%1 RMA (s) have been closed.","%1 RMA 閉じられました"
"%1 RMA(s) cannot be closed","%1 RMA　閉じることができません"
"%1 Review(s)","%1 レビュー"
"%1 Reward points","%1 ポイント"
"%1 Reward points (%2)","%1 ポイント (%2)"
"%1 [%2]","%1 [%2]"
"%1 already exist.","%1は既に存在します。"
"%1 already exists.",%1は既に存在します。"
"%1 and above","%1 と以上"
"%1 and greater","%1 とそれ以上"
"%1 cache type(s) disabled.","%1 件のcacheが無効になりました。"
"%1 cache type(s) enabled.","%1 件のcacheが有効になりました。"
"%1 cache type(s) refreshed.","%1 件のcacheを更新しました。"
"%1 class doesn't implement \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface","%1 クラスは \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface　を実装していません"
"%1 class doesn't implement \Magento\Payment\Model\MethodInterface","%1 クラスは \Magento\Payment\Model\MethodInterface を設定できません"
"%1 coupon(s) have been generated.","%1 クーポンが作成されました"
"%1 does not contain field '%2'","%1 は'%2'フィールドを含まない"
"%1 does not contain field 'file'","%1 は'file'フィールドを含まない"
"%1 doesn't extend \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface","%1 は \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface 拡張できません"
"%1 doesn't extend \Magento\Catalog\Model\ResourceModel\Product\Indexer\Price\DefaultPrice","%1 は \Magento\Catalog\Model\ResourceModel\Product\Indexer\Price\DefaultPrice を拡張できません。"
"%1 doesn't extend \Magento\Checkout\CustomerData\ItemInterface","%1 は \Magento\Checkout\CustomerData\ItemInterface を拡張しません。"
"%1 doesn't extend \Magento\Customer\CustomerData\SectionSourceInterface","%1 は \Magento\Customer\CustomerData\SectionSourceInterface を展開しません。"
"%1 doesn't extend \Magento\Framework\Data\Form","%1 は \Magento\Framework\Data\Form を拡張しません"
"%1 doesn't extend \Magento\Framework\Filter\Template","%1 は \Magento\Framework\Filter\Template を拡張できません。"
"%1 doesn't extends \Magento\Catalog\Model\Layer\Filter\AbstractFilter","%1 は \Magento\Catalog\Model\Layer\Filter\AbstractFilter 拡張しません"
"%1 doesn't extends \Magento\Catalog\Model\Product\Option\Type\DefaultType","%1 は \Magento\Catalog\Model\Product\Option\Type\DefaultType を拡張しません。"
"%1 doesn't extends \Magento\Catalog\Model\Product\Type\AbstractType","%1 は \Magento\Catalog\Model\Product\Type\AbstractType を拡張できません。"
"%1 doesn't extends \Magento\Catalog\Model\Product\Type\Price","%1 は \Magento\Catalog\Model\Product\Type\Price を拡張できません。"
"%1 doesn't extends \Magento\Framework\Model\AbstractModel","%1 は \Magento\Framework\Model\AbstractModel を継承していません"
"%1 doesn't extends \Magento\Framework\Search\Dynamic\Algorithm\AlgorithmInterface","%1 は \Magento\Framework\Search\Dynamic\Algorithm\AlgorithmInterface は拡張できません"
"%1 doesn't implement SortInterface","%1 は SortInterface　を実装していません"
"%1 doesn't implement ThemeInterface","%1 は ThemeInterface　を実装していません”
"%1 email(s) were sent.","%1 通Eメールが送られました。"
"%1 doesn't implement \Magento\Framework\DB\MapperInterface","%1 は \Magento\Framework\DB\MapperInterface を実装しません"
"%1 doesn't implement \Magento\Framework\DB\QueryInterface","%1 は implement \Magento\Framework\DB\QueryInterface を実装しません"
"%1 email(s) were sent.","%1 email(s) were sent."
"%1 for ""%2""","""%2""のための%1"
"%1 for ""%2"".","""%2"" のための %1"
"%1 for %2","%2 のための %1"
"%1 for item %2 cannot be empty.",アイテム%2の%1は空ではありません。
"%1 has been added to your Wish List.","%1 があなたのほしい物リストに追加されました。"
"%1 has been moved to your wish list.","%1 はあなたのお気に入りリストに移動されました。"
"%1 has been updated in your Wish List.","%1 はあなたのほしい物リストでアップデートされました。"
"%1 has reached a quantity of %2.","%1 は %2 の量に達しました"
"%1 index is locked by another reindex process. Skipping.","%1インデックスは別の再インデックスプロセスによってロックされています。スキップします。"
